total_time_seconds,code_submissions,submission_frequency_per_min,code_structure_changes,retries,hint_requests,experiments_started,question_level_numeric,accuracy_rate,learner_type
141.99,24,10.14,39,5,1,9,1,0.46,Experimental Learner
235.29,21,5.36,15,9,1,7,1,0.65,Experimental Learner
277.22,23,4.98,31,14,1,4,3,0.53,Experimental Learner
219.42,3,0.82,4,0,5,1,3,0.73,Manual Learner
624.17,1,0.1,7,2,3,1,1,0.71,Manual Learner
338.18,4,0.71,3,1,5,1,2,0.76,Manual Learner
838.46,1,0.07,3,3,3,0,1,0.85,Manual Learner
45.23,11,14.59,10,9,0,9,2,0.91,Experimental Learner
407.85,3,0.44,6,1,6,0,1,0.66,Manual Learner
731.7,2,0.16,5,2,5,0,3,0.71,Manual Learner
181.75,3,0.99,7,2,5,1,1,0.63,Manual Learner
307.03,6,1.17,28,12,0,5,3,0.81,Experimental Learner
270.85,20,4.43,36,6,2,7,2,0.63,Experimental Learner
764.31,2,0.16,5,0,2,1,1,0.96,Manual Learner
382.18,8,1.26,19,7,2,2,3,0.57,Experimental Learner
897.77,4,0.27,1,2,5,0,2,0.87,Manual Learner
691.18,1,0.09,2,2,6,0,1,0.88,Manual Learner
99.91,9,5.4,13,3,2,7,1,0.5,Experimental Learner
374.17,8,1.28,24,8,1,8,3,0.66,Experimental Learner
458.73,2,0.26,3,1,3,0,3,0.62,Manual Learner
104.45,17,9.77,18,11,0,2,2,0.8,Experimental Learner
272.56,4,0.88,2,2,6,1,1,0.91,Manual Learner
291.55,3,0.62,6,1,4,0,1,0.98,Manual Learner
415.06,4,0.58,3,3,4,1,3,0.6,Manual Learner
269.02,23,5.13,38,6,2,7,3,0.73,Experimental Learner
482.19,4,0.5,5,1,4,0,3,0.64,Manual Learner
105.55,4,2.27,38,12,0,2,1,0.85,Experimental Learner
303.34,9,1.78,38,8,0,3,3,0.59,Experimental Learner
194.87,5,1.54,5,3,1,6,3,0.5,Experimental Learner
226.25,7,1.86,11,3,1,5,1,0.43,Experimental Learner
70.96,4,3.38,8,12,2,4,1,0.85,Experimental Learner
82.32,23,16.76,23,11,0,4,2,0.43,Experimental Learner
106.86,23,12.91,28,3,0,9,1,0.65,Experimental Learner
399.58,19,2.85,5,4,0,5,2,0.6,Experimental Learner
367.66,20,3.26,35,12,0,7,2,0.81,Experimental Learner
647.43,4,0.37,2,3,3,0,3,0.7,Manual Learner
143.32,8,3.35,5,9,0,8,1,0.68,Experimental Learner
619.54,2,0.19,7,2,4,0,1,0.76,Manual Learner
248.85,13,3.13,8,10,1,2,2,0.58,Experimental Learner
885.83,3,0.2,2,1,3,0,1,0.83,Manual Learner
337.17,1,0.18,4,1,6,0,1,0.97,Manual Learner
298.63,1,0.2,7,3,6,1,2,0.94,Manual Learner
158.3,12,4.55,34,7,2,5,1,0.73,Experimental Learner
150.79,1,0.4,7,2,5,0,2,0.84,Manual Learner
137.32,5,2.18,39,11,1,8,3,0.65,Experimental Learner
198.26,2,0.61,3,2,3,0,2,0.95,Manual Learner
399.66,2,0.3,5,1,2,0,3,0.75,Manual Learner
281.01,4,0.85,7,3,3,1,2,0.66,Manual Learner
809.43,1,0.07,2,3,2,1,2,0.95,Manual Learner
246.12,1,0.24,7,2,6,0,3,0.9,Manual Learner
172.29,16,5.57,16,14,2,7,3,0.92,Experimental Learner
139.01,16,6.91,22,14,1,5,2,0.84,Experimental Learner
33.49,23,41.2,24,5,1,7,3,0.63,Experimental Learner
205.75,24,7.0,23,7,0,4,3,0.9,Experimental Learner
235.93,5,1.27,7,8,1,6,2,0.79,Experimental Learner
683.17,4,0.35,3,3,5,0,2,0.69,Manual Learner
776.72,4,0.31,5,3,2,1,2,0.72,Manual Learner
257.39,23,5.36,5,13,1,4,3,0.82,Experimental Learner
377.74,1,0.16,3,2,3,1,2,0.63,Manual Learner
651.52,3,0.28,2,0,6,0,1,0.83,Manual Learner
747.73,3,0.24,6,0,4,0,2,0.69,Manual Learner
60.07,24,23.97,20,6,0,9,3,0.64,Experimental Learner
163.34,11,4.04,15,14,0,7,3,0.84,Experimental Learner
710.04,3,0.25,3,2,2,0,2,0.65,Manual Learner
672.03,4,0.36,2,2,7,0,2,0.93,Manual Learner
351.47,18,3.07,17,10,1,3,2,0.9,Experimental Learner
583.55,2,0.21,6,1,4,1,3,0.75,Manual Learner
588.04,4,0.41,3,3,2,1,1,0.68,Manual Learner
360.05,9,1.5,24,4,0,3,2,0.87,Experimental Learner
137.71,7,3.05,9,10,2,7,3,0.43,Experimental Learner
65.97,21,19.1,7,14,2,7,2,0.63,Experimental Learner
340.54,20,3.52,7,10,1,6,3,0.7,Experimental Learner
283.84,17,3.59,8,7,0,6,3,0.95,Experimental Learner
225.25,3,0.8,6,1,2,0,1,0.96,Manual Learner
356.18,20,3.37,27,14,0,5,3,0.56,Experimental Learner
814.8,1,0.07,5,3,7,1,1,0.98,Manual Learner
277.17,5,1.08,36,5,1,3,3,0.75,Experimental Learner
361.87,11,1.82,28,9,0,2,1,0.92,Experimental Learner
387.94,8,1.24,6,12,1,4,3,0.81,Experimental Learner
607.12,1,0.1,2,2,4,0,1,0.62,Manual Learner
833.17,2,0.14,6,1,7,1,2,0.77,Manual Learner
612.23,3,0.29,3,3,6,1,3,0.95,Manual Learner
545.27,2,0.22,2,1,2,1,3,0.82,Manual Learner
62.42,12,11.53,39,13,2,3,2,0.88,Experimental Learner
703.17,4,0.34,7,3,6,1,3,0.79,Manual Learner
285.56,11,2.31,9,5,0,9,3,0.74,Experimental Learner
365.69,14,2.3,28,9,1,9,2,0.73,Experimental Learner
238.81,16,4.02,22,7,2,9,3,0.86,Experimental Learner
716.21,4,0.34,4,3,2,1,3,0.89,Manual Learner
323.71,9,1.67,15,8,0,4,2,0.63,Experimental Learner
342.84,14,2.45,30,4,0,5,2,0.49,Experimental Learner
121.82,11,5.42,23,9,2,5,3,0.56,Experimental Learner
640.02,3,0.28,4,0,2,1,3,0.81,Manual Learner
103.42,9,5.22,18,14,0,6,1,0.71,Experimental Learner
359.0,18,3.01,37,13,0,7,1,0.83,Experimental Learner
349.53,6,1.03,5,14,0,5,1,0.85,Experimental Learner
220.08,13,3.54,24,14,0,5,2,0.42,Experimental Learner
301.74,24,4.77,28,9,0,4,3,0.79,Experimental Learner
296.36,3,0.61,5,2,3,1,1,0.66,Manual Learner
508.34,3,0.35,5,1,3,0,3,0.71,Manual Learner
317.62,2,0.38,6,2,7,0,2,0.62,Manual Learner
268.54,3,0.67,6,3,2,0,3,0.84,Manual Learner
343.52,15,2.62,5,11,2,4,1,0.86,Experimental Learner
52.62,8,9.12,34,9,0,7,1,0.84,Experimental Learner
356.11,15,2.53,27,4,1,6,1,0.47,Experimental Learner
68.78,15,13.09,23,9,0,7,1,0.73,Experimental Learner
317.56,20,3.78,35,5,0,6,2,0.41,Experimental Learner
141.87,10,4.23,24,8,0,6,3,0.85,Experimental Learner
47.0,6,7.66,39,10,0,8,1,0.54,Experimental Learner
564.5,1,0.11,2,2,4,1,2,0.93,Manual Learner
249.9,20,4.8,10,7,2,9,1,0.55,Experimental Learner
650.57,3,0.28,3,3,5,1,2,0.78,Manual Learner
46.86,15,19.2,20,5,1,8,2,0.44,Experimental Learner
144.28,22,9.15,5,3,0,9,2,0.57,Experimental Learner
119.04,5,2.52,32,4,0,4,2,0.84,Experimental Learner
185.1,3,0.97,4,1,7,0,3,0.69,Manual Learner
157.63,21,7.99,10,3,1,9,2,0.7,Experimental Learner
154.52,17,6.6,28,11,1,6,1,0.61,Experimental Learner
208.81,17,4.88,8,8,2,7,3,0.9,Experimental Learner
169.22,20,7.09,25,14,2,2,3,0.85,Experimental Learner
73.98,16,12.98,24,9,0,6,1,0.67,Experimental Learner
346.03,11,1.91,32,4,2,5,3,0.79,Experimental Learner
619.58,3,0.29,1,2,2,1,1,0.93,Manual Learner
381.05,13,2.05,39,9,2,7,1,0.88,Experimental Learner
352.3,20,3.41,10,11,0,6,3,0.5,Experimental Learner
491.99,2,0.24,1,1,2,1,3,0.95,Manual Learner
135.29,19,8.43,12,12,1,5,2,0.4,Experimental Learner
398.77,20,3.01,23,8,1,8,2,0.45,Experimental Learner
526.6,3,0.34,4,0,5,0,3,0.69,Manual Learner
178.67,4,1.34,1,2,5,0,3,0.95,Manual Learner
179.16,9,3.01,10,14,1,8,1,0.88,Experimental Learner
113.69,4,2.11,15,10,0,4,3,0.43,Experimental Learner
287.24,1,0.21,6,0,5,1,2,0.74,Manual Learner
792.12,1,0.08,2,0,2,0,2,0.63,Manual Learner
750.28,3,0.24,4,0,3,1,2,0.89,Manual Learner
237.36,1,0.25,5,0,5,0,3,0.75,Manual Learner
553.15,1,0.11,5,1,2,1,2,0.68,Manual Learner
339.01,19,3.36,20,13,2,3,3,0.47,Experimental Learner
600.24,3,0.3,1,2,4,0,1,0.98,Manual Learner
722.0,2,0.17,3,2,2,1,3,0.6,Manual Learner
423.29,1,0.14,5,0,4,1,1,0.73,Manual Learner
154.06,4,1.56,4,0,2,0,1,0.86,Manual Learner
127.48,9,4.24,16,13,0,4,3,0.5,Experimental Learner
483.78,3,0.37,2,3,2,1,1,0.86,Manual Learner
270.56,12,2.66,32,11,0,7,3,0.8,Experimental Learner
296.76,8,1.62,17,14,0,8,2,0.45,Experimental Learner
45.96,9,11.75,5,6,2,3,3,0.71,Experimental Learner
577.9,2,0.21,7,3,5,1,2,0.78,Manual Learner
673.91,3,0.27,7,1,4,1,2,0.77,Manual Learner
892.97,3,0.2,5,2,4,1,2,0.77,Manual Learner
545.86,2,0.22,6,2,5,1,1,0.89,Manual Learner
127.14,18,8.49,26,12,1,2,3,0.47,Experimental Learner
514.48,4,0.47,1,0,4,0,3,0.66,Manual Learner
396.21,5,0.76,22,8,1,4,2,0.5,Experimental Learner
658.02,2,0.18,3,0,3,1,1,0.94,Manual Learner
712.49,2,0.17,3,2,5,1,1,0.66,Manual Learner
287.38,11,2.3,11,9,1,5,2,0.52,Experimental Learner
84.0,15,10.71,22,10,0,8,2,0.57,Experimental Learner
190.49,13,4.09,36,14,1,9,3,0.52,Experimental Learner
206.32,3,0.87,3,3,6,0,3,0.83,Manual Learner
95.59,12,7.53,6,5,2,3,1,0.45,Experimental Learner
386.5,11,1.71,26,5,1,3,3,0.51,Experimental Learner
417.76,2,0.29,7,2,7,1,2,0.64,Manual Learner
120.77,6,2.98,35,8,0,7,1,0.79,Experimental Learner
340.2,7,1.23,7,4,2,5,1,0.42,Experimental Learner
111.88,16,8.58,25,12,0,2,1,0.8,Experimental Learner
642.31,1,0.09,6,1,2,0,3,0.71,Manual Learner
214.98,4,1.12,6,0,5,1,2,0.99,Manual Learner
818.08,3,0.22,6,3,7,1,3,1.0,Manual Learner
747.01,2,0.16,6,3,5,1,1,0.99,Manual Learner
524.68,4,0.46,4,2,2,0,3,0.64,Manual Learner
343.99,5,0.87,17,3,2,8,1,0.87,Experimental Learner
86.5,6,4.16,29,3,1,2,2,0.79,Experimental Learner
252.12,24,5.71,13,5,1,7,3,0.46,Experimental Learner
98.19,21,12.83,34,11,1,4,2,0.54,Experimental Learner
868.21,2,0.14,4,1,4,1,3,0.75,Manual Learner
402.71,2,0.3,2,2,6,1,3,0.96,Manual Learner
197.16,12,3.65,14,13,1,9,3,0.8,Experimental Learner
284.86,23,4.84,32,10,2,2,3,0.64,Experimental Learner
524.91,2,0.23,3,1,7,0,2,0.79,Manual Learner
629.56,4,0.38,4,1,2,1,3,0.74,Manual Learner
304.25,2,0.39,4,0,6,0,3,0.62,Manual Learner
290.41,21,4.34,14,10,0,4,1,0.88,Experimental Learner
497.12,3,0.36,5,0,7,0,2,0.9,Manual Learner
808.06,3,0.22,2,0,2,1,3,0.68,Manual Learner
619.52,4,0.39,3,0,2,0,2,0.9,Manual Learner
87.54,4,2.74,24,9,2,9,1,0.51,Experimental Learner
543.48,1,0.11,2,0,6,1,3,0.68,Manual Learner
108.38,12,6.64,5,7,2,6,2,0.92,Experimental Learner
88.27,6,4.08,20,6,0,2,3,0.78,Experimental Learner
545.87,3,0.33,5,1,6,0,1,0.61,Manual Learner
446.25,1,0.13,4,3,2,1,2,0.78,Manual Learner
837.49,3,0.21,5,2,4,0,2,0.73,Manual Learner
242.76,19,4.7,22,11,2,7,3,0.85,Experimental Learner
264.84,1,0.23,5,2,4,0,3,0.9,Manual Learner
363.49,4,0.66,4,1,3,0,3,0.9,Manual Learner
297.81,20,4.03,22,4,2,9,1,0.81,Experimental Learner
128.64,4,1.87,24,7,2,4,1,0.8,Experimental Learner
350.51,20,3.42,19,3,1,8,3,0.71,Experimental Learner
184.07,4,1.3,6,1,4,0,1,0.74,Manual Learner
202.14,24,7.12,35,12,2,2,3,0.89,Experimental Learner
644.29,2,0.19,1,1,7,0,1,0.87,Manual Learner
89.37,10,6.71,34,4,0,7,2,0.66,Experimental Learner
589.79,3,0.31,7,0,3,0,2,0.95,Manual Learner
45.07,22,29.29,37,6,0,7,2,0.72,Experimental Learner
84.92,20,14.13,11,5,2,3,1,0.66,Experimental Learner
270.96,19,4.21,12,7,0,2,3,0.65,Experimental Learner
314.69,1,0.19,3,0,7,0,1,0.61,Manual Learner
60.93,10,9.85,14,8,2,4,3,0.43,Experimental Learner
278.73,2,0.43,1,3,5,0,2,0.9,Manual Learner
121.27,7,3.46,37,11,1,7,1,0.87,Experimental Learner
569.63,1,0.11,6,3,3,0,3,0.7,Manual Learner
59.06,20,20.32,10,4,1,5,3,0.48,Experimental Learner
115.0,6,3.13,20,8,1,2,1,0.92,Experimental Learner
667.75,3,0.27,5,3,5,1,2,0.96,Manual Learner
227.02,22,5.81,27,6,1,4,2,0.74,Experimental Learner
718.21,2,0.17,7,0,7,0,3,0.84,Manual Learner
95.88,11,6.88,21,11,0,6,1,0.93,Experimental Learner
220.07,18,4.91,13,11,2,5,2,0.84,Experimental Learner
159.16,20,7.54,13,13,0,5,1,0.62,Experimental Learner
235.8,4,1.02,2,1,2,1,3,0.64,Manual Learner
111.81,15,8.05,8,6,0,5,3,0.54,Experimental Learner
71.3,7,5.89,39,11,0,4,2,0.87,Experimental Learner
350.23,3,0.51,6,1,3,0,1,0.77,Manual Learner
832.34,4,0.29,5,2,5,0,1,0.88,Manual Learner
52.37,17,19.48,35,10,1,3,3,0.54,Experimental Learner
676.84,2,0.18,6,0,4,1,1,0.93,Manual Learner
404.27,3,0.45,5,0,2,0,1,0.61,Manual Learner
145.21,19,7.85,28,9,2,7,3,0.69,Experimental Learner
169.46,6,2.12,25,12,2,6,3,0.63,Experimental Learner
812.65,2,0.15,1,3,7,1,1,0.89,Manual Learner
206.49,5,1.45,11,13,2,2,2,0.58,Experimental Learner
190.98,17,5.34,28,3,0,4,2,0.89,Experimental Learner
493.0,3,0.37,5,0,7,0,2,0.93,Manual Learner
414.61,1,0.14,7,3,7,0,2,0.79,Manual Learner
51.75,8,9.27,36,13,2,4,2,0.55,Experimental Learner
242.37,2,0.5,6,2,5,1,1,0.85,Manual Learner
75.29,11,8.77,21,13,1,5,1,0.69,Experimental Learner
88.22,7,4.76,10,10,2,9,1,0.75,Experimental Learner
340.49,17,3.0,30,7,2,6,2,0.65,Experimental Learner
434.27,2,0.28,3,0,2,0,2,0.76,Manual Learner
356.35,1,0.17,6,0,5,1,3,0.82,Manual Learner
324.54,13,2.4,8,10,2,3,1,0.73,Experimental Learner
152.8,10,3.93,25,4,1,4,1,0.4,Experimental Learner
223.81,2,0.54,5,0,5,1,2,0.88,Manual Learner
353.24,1,0.17,6,2,7,0,2,0.63,Manual Learner
357.51,9,1.51,19,13,0,9,1,0.73,Experimental Learner
280.82,17,3.63,16,12,1,2,3,0.66,Experimental Learner
175.01,4,1.37,17,4,1,9,2,0.94,Experimental Learner
172.51,21,7.3,18,3,1,3,2,0.8,Experimental Learner
438.11,3,0.41,5,1,2,1,2,0.8,Manual Learner
296.12,18,3.65,31,5,2,4,2,0.58,Experimental Learner
245.27,7,1.71,27,5,1,6,3,0.5,Experimental Learner
88.5,14,9.49,19,6,1,4,2,0.61,Experimental Learner
315.95,20,3.8,23,4,2,7,2,0.83,Experimental Learner
364.34,1,0.16,3,0,2,1,2,0.68,Manual Learner
100.33,6,3.59,9,3,2,4,2,0.92,Experimental Learner
42.36,20,28.33,25,7,1,7,1,0.87,Experimental Learner
305.54,19,3.73,22,9,1,2,1,0.94,Experimental Learner
271.74,2,0.44,1,0,5,0,3,0.96,Manual Learner
396.52,6,0.91,30,4,1,4,2,0.44,Experimental Learner
463.16,3,0.39,2,1,7,0,3,0.75,Manual Learner
180.88,10,3.32,9,3,1,8,1,0.58,Experimental Learner
234.26,2,0.51,2,3,7,0,1,0.73,Manual Learner
161.17,9,3.35,23,11,0,5,2,0.71,Experimental Learner
239.89,10,2.5,20,4,1,3,1,0.68,Experimental Learner
396.18,3,0.45,5,3,2,1,1,0.86,Manual Learner
751.37,3,0.24,7,2,7,1,2,0.71,Manual Learner
262.43,9,2.06,26,8,0,9,1,0.52,Experimental Learner
242.93,4,0.99,7,2,2,1,2,0.98,Manual Learner
545.32,3,0.33,5,3,3,0,2,0.93,Manual Learner
329.13,20,3.65,39,10,1,5,3,0.73,Experimental Learner
303.75,5,0.99,31,12,2,9,2,0.76,Experimental Learner
595.93,3,0.3,6,0,6,1,2,0.8,Manual Learner
276.78,2,0.43,2,2,7,0,1,0.99,Manual Learner
692.3,4,0.35,5,1,6,1,2,0.88,Manual Learner
238.48,17,4.28,7,13,0,4,3,0.67,Experimental Learner
250.73,24,5.74,18,12,2,8,3,0.79,Experimental Learner
359.43,24,4.01,25,11,2,5,1,0.75,Experimental Learner
206.57,9,2.61,15,14,1,3,2,0.9,Experimental Learner
281.78,4,0.85,5,1,4,1,1,0.83,Manual Learner
94.08,15,9.57,25,12,1,7,3,0.6,Experimental Learner
863.41,2,0.14,4,3,2,1,3,0.68,Manual Learner
290.91,17,3.51,38,3,2,6,1,0.82,Experimental Learner
621.9,1,0.1,5,3,2,0,1,0.62,Manual Learner
343.24,4,0.7,7,1,5,1,3,0.94,Manual Learner
174.81,22,7.55,35,9,2,5,3,0.9,Experimental Learner
225.57,4,1.06,36,11,1,8,3,0.43,Experimental Learner
546.22,3,0.33,1,3,7,1,1,0.89,Manual Learner
875.66,3,0.21,3,2,2,1,1,0.82,Manual Learner
392.52,20,3.06,16,14,1,6,1,0.69,Experimental Learner
122.89,17,8.3,26,14,2,8,1,0.53,Experimental Learner
242.91,3,0.74,2,2,5,0,1,0.9,Manual Learner
372.84,6,0.97,28,3,0,5,1,0.53,Experimental Learner
386.07,7,1.09,18,6,0,5,2,0.56,Experimental Learner
111.85,15,8.05,17,14,1,2,1,0.61,Experimental Learner
81.93,23,16.84,25,6,1,5,1,0.41,Experimental Learner
196.37,2,0.61,3,0,6,1,3,0.98,Manual Learner
680.85,1,0.09,5,3,3,1,1,0.81,Manual Learner
200.87,21,6.27,12,8,2,5,1,0.93,Experimental Learner
340.39,12,2.12,32,13,0,9,2,0.82,Experimental Learner
130.48,6,2.76,11,14,0,5,2,0.72,Experimental Learner
314.54,23,4.39,28,3,0,6,2,0.58,Experimental Learner
157.68,4,1.52,3,3,3,1,2,0.62,Manual Learner
183.58,4,1.31,5,3,5,0,2,0.66,Manual Learner
246.23,18,4.39,28,3,1,8,3,0.89,Experimental Learner
667.52,4,0.36,2,1,5,1,2,0.6,Manual Learner
351.32,8,1.37,15,14,2,9,1,0.65,Experimental Learner
142.7,24,10.09,20,8,1,9,1,0.63,Experimental Learner
657.58,3,0.27,1,1,3,0,3,0.66,Manual Learner
684.66,1,0.09,6,1,2,1,3,0.89,Manual Learner
722.85,2,0.17,6,1,5,0,2,0.89,Manual Learner
244.06,23,5.65,33,4,2,5,3,0.92,Experimental Learner
274.09,4,0.88,5,1,4,0,2,0.92,Manual Learner
184.44,11,3.58,30,10,0,5,2,0.41,Experimental Learner
231.77,7,1.81,30,5,1,8,2,0.4,Experimental Learner
879.8,4,0.27,7,2,3,0,1,0.77,Manual Learner
162.03,8,2.96,7,3,1,9,1,0.58,Experimental Learner
644.13,2,0.19,4,1,3,1,2,0.8,Manual Learner
383.71,16,2.5,9,7,2,4,3,0.78,Experimental Learner
407.93,4,0.59,1,2,7,1,2,0.76,Manual Learner
45.0,22,29.34,11,7,1,6,2,0.83,Experimental Learner
252.53,15,3.56,33,13,0,9,3,0.79,Experimental Learner
296.74,2,0.4,2,1,3,0,2,0.65,Manual Learner
68.88,19,16.55,5,5,0,8,1,0.94,Experimental Learner
316.55,4,0.76,2,2,4,1,2,0.91,Manual Learner
619.48,4,0.39,4,1,7,1,2,0.72,Manual Learner
333.42,4,0.72,21,11,2,3,3,0.51,Experimental Learner
252.35,16,3.8,23,9,1,4,3,0.74,Experimental Learner
48.08,10,12.48,20,7,2,9,3,0.43,Experimental Learner
335.87,23,4.11,24,5,0,8,2,0.43,Experimental Learner
621.68,2,0.19,7,2,4,0,3,0.97,Manual Learner
329.57,4,0.73,5,0,6,0,2,0.86,Manual Learner
303.72,7,1.38,30,3,0,7,1,0.47,Experimental Learner
368.01,11,1.79,32,14,0,4,2,0.5,Experimental Learner
350.32,1,0.17,6,3,2,1,2,0.99,Manual Learner
59.32,16,16.18,36,7,1,3,2,0.76,Experimental Learner
206.54,11,3.2,23,12,1,2,1,0.83,Experimental Learner
445.93,1,0.13,3,2,3,0,2,0.85,Manual Learner
279.38,4,0.86,7,0,7,0,2,0.73,Manual Learner
177.64,2,0.68,3,3,7,1,3,0.74,Manual Learner
188.64,6,1.91,14,10,1,6,1,0.89,Experimental Learner
643.48,3,0.28,3,3,7,0,2,0.8,Manual Learner
826.44,1,0.07,4,1,3,1,3,0.62,Manual Learner
552.62,1,0.11,3,2,4,1,1,0.65,Manual Learner
268.23,3,0.67,7,2,5,0,2,0.75,Manual Learner
82.27,4,2.92,14,6,1,6,2,0.82,Experimental Learner
334.65,12,2.15,11,4,0,9,1,0.83,Experimental Learner
372.42,14,2.26,15,3,2,8,2,0.85,Experimental Learner
83.98,5,3.57,7,14,2,5,2,0.59,Experimental Learner
434.2,3,0.41,7,0,2,1,1,0.92,Manual Learner
77.56,14,10.83,6,8,0,9,1,0.41,Experimental Learner
703.74,4,0.34,6,3,7,0,2,0.73,Manual Learner
314.66,23,4.39,23,7,0,3,1,0.68,Experimental Learner
35.06,4,6.85,38,11,1,9,2,0.52,Experimental Learner
302.79,19,3.77,8,4,1,6,2,0.86,Experimental Learner
808.23,3,0.22,4,0,2,0,1,0.68,Manual Learner
522.3,1,0.11,6,1,3,1,3,0.66,Manual Learner
373.71,23,3.69,34,9,1,7,3,0.47,Experimental Learner
475.61,4,0.5,1,1,4,0,1,0.97,Manual Learner
333.01,21,3.78,29,11,0,7,1,0.76,Experimental Learner
166.69,16,5.76,21,7,1,6,1,0.57,Experimental Learner
602.38,3,0.3,7,1,5,1,3,0.92,Manual Learner
639.84,3,0.28,4,0,5,1,1,0.96,Manual Learner
31.29,18,34.52,12,3,0,9,3,0.73,Experimental Learner
760.48,2,0.16,3,3,4,0,2,0.81,Manual Learner
131.6,11,5.02,19,7,2,6,2,0.9,Experimental Learner
314.46,11,2.1,15,3,2,5,1,0.41,Experimental Learner
166.24,1,0.36,7,1,7,0,3,0.64,Manual Learner
305.2,23,4.52,16,11,1,6,2,0.41,Experimental Learner
300.99,16,3.19,11,7,1,9,2,0.8,Experimental Learner
343.86,19,3.32,26,3,1,3,2,0.7,Experimental Learner
673.72,2,0.18,6,3,5,0,3,0.87,Manual Learner
164.77,4,1.46,1,2,4,0,2,0.67,Manual Learner
322.66,3,0.56,6,2,6,1,2,0.67,Manual Learner
215.35,1,0.28,3,2,2,0,2,0.98,Manual Learner
334.38,6,1.08,9,5,0,5,3,0.61,Experimental Learner
391.17,14,2.15,24,13,0,5,2,0.43,Experimental Learner
155.38,2,0.77,7,2,6,1,1,0.69,Manual Learner
370.23,4,0.65,15,9,0,6,3,0.89,Experimental Learner
138.47,6,2.6,9,3,1,2,1,0.89,Experimental Learner
625.41,1,0.1,7,1,7,0,2,0.98,Manual Learner
419.46,1,0.14,1,3,7,1,3,0.61,Manual Learner
425.23,1,0.14,2,2,7,1,1,0.92,Manual Learner
169.63,4,1.41,10,10,2,7,2,0.64,Experimental Learner
829.3,4,0.29,6,0,6,0,2,0.96,Manual Learner
677.78,3,0.27,3,1,5,0,3,0.99,Manual Learner
242.33,13,3.22,36,3,2,7,3,0.44,Experimental Learner
822.42,2,0.15,6,0,6,0,3,0.77,Manual Learner
756.7,2,0.16,3,2,6,0,3,0.94,Manual Learner
706.42,2,0.17,1,2,2,1,2,0.62,Manual Learner
363.7,24,3.96,6,7,2,5,2,0.79,Experimental Learner
243.48,11,2.71,9,11,0,7,2,0.92,Experimental Learner
167.99,5,1.79,6,11,2,2,1,0.79,Experimental Learner
123.94,13,6.29,7,7,1,9,1,0.79,Experimental Learner
112.3,12,6.41,23,14,0,5,1,0.82,Experimental Learner
317.27,7,1.32,9,8,1,8,2,0.95,Experimental Learner
376.02,13,2.07,10,10,1,8,3,0.6,Experimental Learner
219.33,15,4.1,39,6,0,8,3,0.62,Experimental Learner
225.58,9,2.39,14,9,2,3,3,0.94,Experimental Learner
277.83,15,3.24,20,9,2,8,1,0.86,Experimental Learner
279.09,17,3.65,18,7,1,2,1,0.63,Experimental Learner
318.59,2,0.38,2,1,5,0,1,0.93,Manual Learner
583.23,4,0.41,2,0,5,1,2,0.86,Manual Learner
532.11,1,0.11,2,2,4,1,2,0.87,Manual Learner
734.51,3,0.25,3,1,3,0,1,0.62,Manual Learner
337.43,19,3.38,31,8,1,5,1,0.87,Experimental Learner
449.42,4,0.53,6,3,4,1,1,0.71,Manual Learner
86.25,20,13.91,27,13,1,3,2,0.53,Experimental Learner
176.77,15,5.09,30,3,1,4,1,0.64,Experimental Learner
199.4,16,4.81,33,10,2,3,3,0.72,Experimental Learner
268.51,4,0.89,15,9,2,5,3,0.55,Experimental Learner
344.03,23,4.01,19,3,2,6,1,0.42,Experimental Learner
574.08,4,0.42,3,2,7,1,1,0.71,Manual Learner
31.43,21,40.09,30,4,1,4,3,0.78,Experimental Learner
219.47,4,1.09,1,2,7,0,3,0.77,Manual Learner
805.23,3,0.22,2,2,6,0,3,0.72,Manual Learner
112.51,9,4.8,18,13,2,5,3,0.87,Experimental Learner
118.44,11,5.57,29,3,1,8,1,0.63,Experimental Learner
302.07,5,0.99,13,13,2,2,2,0.55,Experimental Learner
753.13,4,0.32,3,2,4,0,1,0.87,Manual Learner
155.59,10,3.86,38,14,0,8,1,0.72,Experimental Learner
122.75,20,9.78,24,9,0,2,2,0.76,Experimental Learner
198.61,18,5.44,27,10,1,9,1,0.54,Experimental Learner
106.54,23,12.95,32,8,0,5,3,0.5,Experimental Learner
283.82,11,2.33,8,7,2,4,2,0.59,Experimental Learner
689.07,2,0.17,6,1,3,1,3,0.71,Manual Learner
599.9,3,0.3,1,0,3,0,2,0.71,Manual Learner
677.39,2,0.18,4,2,7,0,2,0.79,Manual Learner
744.05,2,0.16,2,1,3,1,3,0.9,Manual Learner
44.4,18,24.32,9,13,1,2,3,0.66,Experimental Learner
288.2,4,0.83,5,2,6,1,1,0.62,Manual Learner
212.63,2,0.56,4,3,2,0,2,0.91,Manual Learner
380.91,6,0.95,14,8,0,2,1,0.79,Experimental Learner
419.78,4,0.57,3,1,3,0,3,0.86,Manual Learner
366.99,12,1.96,8,11,0,9,2,0.76,Experimental Learner
57.4,20,20.91,38,13,0,4,2,0.74,Experimental Learner
275.19,14,3.05,38,7,0,5,2,0.86,Experimental Learner
164.0,23,8.41,39,4,0,7,2,0.88,Experimental Learner
392.74,19,2.9,35,9,0,8,3,0.64,Experimental Learner
175.88,21,7.16,33,14,1,2,3,0.51,Experimental Learner
